"","year","state","sex","emailIntUse","intMobile","age","educationLevel","employed","income","intAtHome","marital","race","party","demoOrRep","useTwitter","useInstagram","usePinterest","useLinkedin","useFacebook","freqTwitter","freqInstagram","freqFacebook","useSocialMedia","zipcode","freqPinterest","freqLinkedin","intfreq","useSnapchat","useYoutube","useWhatsap","freqSnapchat","freqYoutube","internetOpinionSociety","answers","internetOpinionYou","ageGroups"
"2110",2014,8,"female","yes","yes",28,"postgraduate degree","fulltime","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","yes","yes","yes",NA,NA,"several times a day",NA,80021,"a few times a week","every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2111",2014,8,"female","yes","yes",42,"associate","not employed","(40000, 50000]",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,80452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2112",2014,8,"female","yes","yes",46,"bachelors degree","fulltime","(100000, 150000]",NA,NA,NA,"independent","democrat","yes","yes","yes","yes","yes","less often","less often","several times a day",NA,80424,"a few times a week","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2113",2014,8,"female","yes","yes",50,"some college","fulltime","refused",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"a few times a week",NA,80014,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2114",2014,8,"female","yes","yes",54,"high school graduate","not employed","150000+",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,80920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2115",2014,8,"female","yes","yes",59,"postgraduate degree","fulltime","(20000, 30000]",NA,NA,NA,"republican",NA,"no","no","yes","no","no",NA,NA,NA,NA,80004,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2116",2014,8,"female","yes","yes",64,"associate","parttime","refused",NA,NA,NA,"independent","republican","no","no","no","yes","no",NA,NA,NA,NA,80004,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2117",2014,8,"female","yes","yes",65,"postgraduate degree","fulltime","(30000, 40000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"every few weeks",NA,80447,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2118",2014,8,"female","yes","yes",66,"some college","not employed","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","yes","no","no",NA,NA,NA,NA,80260,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2119",2014,8,"female","yes","yes",66,"postgraduate degree","not employed","refused",NA,NA,NA,"democrat",NA,"yes","no","yes","yes","yes","less often",NA,"less often",NA,80303,"less often","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2120",2014,8,"female","yes","yes",78,"some college","not employed","(10000, 20000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,80227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2121",2014,8,"female","yes","no",50,"some college","not employed","(0, 10000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,81019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2122",2014,8,"female","yes","no",63,"postgraduate degree","parttime","(75000, 100000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","no",NA,NA,NA,NA,80015,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2123",2014,8,"female","yes","no",67,"high school graduate","not employed","refused",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,81504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2124",2014,8,"female","yes","no",75,"some post grad","fulltime","(30000, 40000]",NA,NA,NA,"independent","refused","no","no","no","no","yes",NA,NA,"every few weeks",NA,80751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2125",2014,8,"female","yes","no",84,"bachelors degree","not employed","(30000, 40000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,80301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2126",2014,8,"female","no","no",64,"associate","not employed","(50000, 75000]",NA,NA,NA,"independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,80226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2127",2014,8,"female","no","no",75,"some college","not employed","(40000, 50000]",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,80228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2128",2014,8,"female","no","dont know",71,"high school graduate","not employed","(10000, 20000]",NA,NA,NA,"no preference","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,80503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2129",2014,9,"male","yes","yes",47,"high school graduate","fulltime","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,6606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2130",2014,9,"male","yes","yes",53,"high school graduate","fulltime","150000+",NA,NA,NA,"no preference","democrat","no","yes","no","dont know","yes",NA,"a few times a week","a few times a week",NA,6787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2131",2014,9,"male","yes","no",60,"postgraduate degree","fulltime","refused",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,46430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2132",2014,9,"male","yes","no",63,"some college","fulltime","(50000, 75000]",NA,NA,NA,"independent","democrat","no","no","no","no","no",NA,NA,NA,NA,6052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2133",2014,9,"male","yes","no",70,"associate","not employed","(50000, 75000]",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,6754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2134",2014,9,"male","no","no",51,"high school graduate","not employed","(0, 10000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2135",2014,9,"male","no","no",55,"some college","not employed","(100000, 150000]",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,6050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2136",2014,9,"male","no","no",56,"postgraduate degree","fulltime","(75000, 100000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2137",2014,9,"male","no","no",84,"some college","not employed","(10000, 20000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2138",2014,9,"male","no","no",88,"some college","not employed","(50000, 75000]",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2139",2014,9,"female","yes","yes",22,"some college","parttime","(0, 10000]",NA,NA,NA,"independent","democrat","yes","yes","yes","no","yes","less often","several times a day","less often",NA,6519,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2140",2014,9,"female","yes","yes",52,"high school graduate","fulltime","(40000, 50000]",NA,NA,NA,"independent","refused","no","no","yes","no","no",NA,NA,NA,NA,6351,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2141",2014,9,"female","yes","yes",59,"postgraduate degree","refused","(75000, 100000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"every few weeks",NA,6081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2142",2014,9,"female","yes","yes",99,"bachelors degree","not employed","refused",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,6070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"2143",2014,9,"female","yes","no",35,"postgraduate degree","fulltime","(40000, 50000]",NA,NA,NA,"democrat",NA,"yes","no","no","no","yes","a few times a week",NA,"about once a day",NA,6457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2144",2014,9,"female","yes","no",51,"high school graduate","parttime","(10000, 20000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,6010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2145",2014,9,"female","yes","no",63,"bachelors degree","not employed","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","no",NA,NA,NA,NA,6437,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2146",2014,9,"female","no","no",87,"high school graduate","not employed","(20000, 30000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2147",2014,9,"female","no","no",95,"high school graduate","not employed","(10000, 20000]",NA,NA,NA,"independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,6457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2148",2014,10,"male","yes","yes",23,"bachelors degree","fulltime","(75000, 100000]",NA,NA,NA,"independent","democrat","yes","no","no","yes","yes","every few weeks",NA,"about once a day",NA,19701,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2149",2014,10,"male","yes","yes",60,"postgraduate degree","not employed","150000+",NA,NA,NA,"republican",NA,"yes","no","yes","yes","yes","several times a day",NA,"a few times a week",NA,19803,"a few times a week","several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2150",2014,10,"male","yes","no",57,"high school graduate","fulltime","(75000, 100000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,19808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2151",2014,10,"female","yes","yes",66,"high school graduate","not employed","(40000, 50000]",NA,NA,NA,"democrat",NA,"no","no","yes","no","yes",NA,NA,"a few times a week",NA,19703,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2152",2014,10,"female","yes","no",81,"bachelors degree","not employed","refused",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,19707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2153",2014,11,"male","no","no",56,"high school graduate","fulltime","(10000, 20000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2154",2014,11,"female","yes","yes",45,"associate","fulltime","(50000, 75000]",NA,NA,NA,"republican",NA,"no","no","yes","yes","yes",NA,NA,"a few times a week",NA,99999,"less often","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2155",2014,12,"male","yes","yes",18,"some college","parttime","(100000, 150000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,33782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2156",2014,12,"male","yes","yes",20,"associate","not employed","(40000, 50000]",NA,NA,NA,"independent","democrat","yes","yes","no","no","yes","a few times a week","every few weeks","every few weeks",NA,32828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2157",2014,12,"male","yes","yes",22,"associate","fulltime","(40000, 50000]",NA,NA,NA,"independent","democrat","no","yes","no","no","yes",NA,"about once a day","about once a day",NA,33810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2158",2014,12,"male","yes","yes",25,"some college","not employed","(20000, 30000]",NA,NA,NA,"no preference","refused","yes","no","no","yes","yes","less often",NA,"about once a day",NA,34637,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2159",2014,12,"male","yes","yes",25,"bachelors degree","not employed","refused",NA,NA,NA,"independent","refused","no","no","no","yes","yes",NA,NA,"less often",NA,33617,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2160",2014,12,"male","yes","yes",26,"high school graduate","fulltime","150000+",NA,NA,NA,"independent","democrat","no","no","no","no","no",NA,NA,NA,NA,33065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2161",2014,12,"male","yes","yes",26,"some college","fulltime","(10000, 20000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,32548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2162",2014,12,"male","yes","yes",28,"high school graduate","fulltime","(40000, 50000]",NA,NA,NA,"other party","democrat","no","no","no","no","yes",NA,NA,"about once a day",NA,34994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2163",2014,12,"male","yes","yes",29,"some college","not employed","(40000, 50000]",NA,NA,NA,"republican",NA,"yes","yes","yes","yes","yes","about once a day","a few times a week","about once a day",NA,32792,"less often","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2164",2014,12,"male","yes","yes",29,"bachelors degree","not employed","(50000, 75000]",NA,NA,NA,"republican",NA,"yes","yes","no","yes","yes","a few times a week","about once a day","several times a day",NA,32259,NA,"about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2165",2014,12,"male","yes","yes",30,"postgraduate degree","fulltime","(40000, 50000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"less often",NA,33813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2166",2014,12,"male","yes","yes",33,"high school graduate","fulltime","(20000, 30000]",NA,NA,NA,"no preference","refused","no","yes","no","no","no",NA,"several times a day",NA,NA,33125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2167",2014,12,"male","yes","yes",38,"associate","fulltime","(75000, 100000]",NA,NA,NA,"republican",NA,"no","no","no","yes","yes",NA,NA,"about once a day",NA,32043,NA,"about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2168",2014,12,"male","yes","yes",41,"bachelors degree","fulltime","150000+",NA,NA,NA,"independent","republican","no","no","no","yes","yes",NA,NA,"about once a day",NA,33330,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2169",2014,12,"male","yes","yes",44,"high school incomplete","fulltime","(10000, 20000]",NA,NA,NA,"democrat",NA,"yes","yes","no","no","yes","several times a day","several times a day","several times a day",NA,32073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2170",2014,12,"male","yes","yes",44,"bachelors degree","parttime","(0, 10000]",NA,NA,NA,"republican",NA,"yes","yes","yes","yes","yes","several times a day","several times a day","several times a day",NA,33165,"several times a day","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2171",2014,12,"male","yes","yes",44,"postgraduate degree","fulltime","(50000, 75000]",NA,NA,NA,"independent","democrat","yes","no","no","no","no","a few times a week",NA,NA,NA,32405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2172",2014,12,"male","yes","yes",47,"high school graduate","fulltime","refused",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,33407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2173",2014,12,"male","yes","yes",48,"high school graduate","fulltime","(20000, 30000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,32421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2174",2014,12,"male","yes","yes",49,"bachelors degree","fulltime","(50000, 75000]",NA,NA,NA,"democrat",NA,"yes","yes","no","no","yes","a few times a week","a few times a week","several times a day",NA,32907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2175",2014,12,"male","yes","yes",51,"some college","not employed","(10000, 20000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,32164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2176",2014,12,"male","yes","yes",55,"dont know","fulltime","refused",NA,NA,NA,"independent","refused","no","no","no","no","yes",NA,NA,"a few times a week",NA,33823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2177",2014,12,"male","yes","yes",56,"less than high school","fulltime","(30000, 40000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","yes","yes","less often","several times a day","several times a day",NA,33020,"a few times a week","less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2178",2014,12,"male","yes","yes",58,"high school graduate","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","no",NA,NA,NA,NA,33614,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2179",2014,12,"male","yes","yes",58,"postgraduate degree","fulltime","150000+",NA,NA,NA,"republican",NA,"no","no","no","yes","no",NA,NA,NA,NA,33901,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2180",2014,12,"male","yes","yes",60,"postgraduate degree","fulltime","(100000, 150000]",NA,NA,NA,"democrat",NA,"no","no","dont know","no","yes",NA,NA,"about once a day",NA,33331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2181",2014,12,"male","yes","yes",60,"postgraduate degree","fulltime","150000+",NA,NA,NA,"republican",NA,"no","no","no","yes","no",NA,NA,NA,NA,33028,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2182",2014,12,"male","yes","yes",62,"postgraduate degree","fulltime","(30000, 40000]",NA,NA,NA,"republican",NA,"no","no","yes","no","no",NA,NA,NA,NA,32541,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2183",2014,12,"male","yes","yes",63,"dont know","fulltime","refused",NA,NA,NA,"refused","refused","no","no","no","yes","yes",NA,NA,"every few weeks",NA,99999,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2184",2014,12,"male","yes","yes",65,"postgraduate degree","fulltime","refused",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,32204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2185",2014,12,"male","yes","yes",71,"bachelors degree","not employed","refused",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,32309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2186",2014,12,"male","yes","yes",72,"postgraduate degree","not employed","150000+",NA,NA,NA,"independent","republican","yes","no","no","yes","no","every few weeks",NA,NA,NA,34110,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2187",2014,12,"male","yes","yes",73,"postgraduate degree","parttime","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","no","yes","yes",NA,NA,"about once a day",NA,34210,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2188",2014,12,"male","yes","yes",75,"postgraduate degree","not employed","refused",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,34217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2189",2014,12,"male","yes","yes",77,"postgraduate degree","not employed","(50000, 75000]",NA,NA,NA,"independent","democrat","no","yes","no","no","no",NA,"less often",NA,NA,33436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2190",2014,12,"male","yes","yes",80,"some college","not employed","(50000, 75000]",NA,NA,NA,"republican",NA,"no","no","no","yes","yes",NA,NA,"about once a day",NA,32966,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2191",2014,12,"male","yes","no",55,"postgraduate degree","parttime","(40000, 50000]",NA,NA,NA,"republican",NA,"no","no","no","yes","yes",NA,NA,"less often",NA,32826,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2192",2014,12,"male","yes","no",59,"associate","fulltime","(30000, 40000]",NA,NA,NA,"republican",NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,33418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2193",2014,12,"male","yes","no",64,"high school graduate","not employed","(10000, 20000]",NA,NA,NA,"republican",NA,"no","no","no","no","no",NA,NA,NA,NA,32086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2194",2014,12,"male","yes","no",66,"high school graduate","not employed","(10000, 20000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,34698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2195",2014,12,"male","yes","no",68,"bachelors degree","not employed","(20000, 30000]",NA,NA,NA,"independent","republican","no","no","yes","no","no",NA,NA,NA,NA,32931,"several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2196",2014,12,"male","yes","no",73,"associate","not employed","(20000, 30000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,32114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2197",2014,12,"male","yes","no",73,"postgraduate degree","not employed","(10000, 20000]",NA,NA,NA,"independent","refused","no","no","no","no","no",NA,NA,NA,NA,32779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2198",2014,12,"male","yes","no",99,"dont know","fulltime","refused",NA,NA,NA,"refused","refused","no","no","no","yes","no",NA,NA,NA,NA,99999,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"2199",2014,12,"male","no","yes",32,"bachelors degree","not employed","(75000, 100000]",NA,NA,NA,"independent","democrat","no","no","no","yes","no",NA,NA,NA,NA,33444,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2200",2014,12,"male","no","yes",36,"high school graduate","fulltime","(10000, 20000]",NA,NA,NA,"no preference","refused","yes","yes","no","no","yes","a few times a week","several times a day","several times a day",NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2201",2014,12,"male","no","yes",66,"some college","not employed","(10000, 20000]",NA,NA,NA,"democrat",NA,"no","no","no","no","no",NA,NA,NA,NA,32825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2202",2014,12,"male","no","no",34,"less than high school","fulltime","(10000, 20000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2203",2014,12,"male","no","no",40,"less than high school","parttime","(10000, 20000]",NA,NA,NA,"independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,32712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2204",2014,12,"male","no","no",50,"high school graduate","not employed","refused",NA,NA,NA,"refused","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,33713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"2205",2014,12,"male","no","no",59,"high school graduate","parttime","(10000, 20000]",NA,NA,NA,"democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"2206",2014,12,"male","no","no",68,"high school graduate","not employed","(10000, 20000]",NA,NA,NA,"refused","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,33135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"2207",2014,12,"male","no","no",75,"dont know","not employed","(10000, 20000]",NA,NA,NA,"refused","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2208",2014,12,"male","no","no",76,"high school graduate","not employed","(30000, 40000]",NA,NA,NA,"republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2209",2014,12,"male","no","no",88,"less than high school","not employed","refused",NA,NA,NA,"no preference","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,34748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"2210",2014,12,"female","yes","yes",18,"high school graduate","not employed","(75000, 100000]",NA,NA,NA,"independent","democrat","yes","yes","no","no","yes","every few weeks","every few weeks","a few times a week",NA,34983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2211",2014,12,"female","yes","yes",19,"some college","not employed","refused",NA,NA,NA,"democrat",NA,"no","yes","yes","no","yes",NA,"several times a day","a few times a week",NA,33015,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"2212",2014,12,"female","yes","yes",27,"some college","not employed","(0, 10000]",NA,NA,NA,"independent","democrat","no","no","no","no","yes",NA,NA,"about once a day",NA,32541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2213",2014,12,"female","yes","yes",27,"postgraduate degree","parttime","(50000, 75000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","yes","yes","several times a day","several times a day","several times a day",NA,32955,"several times a day","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2214",2014,12,"female","yes","yes",30,"postgraduate degree","fulltime","(100000, 150000]",NA,NA,NA,"republican",NA,"yes","no","no","yes","yes","less often",NA,"about once a day",NA,33611,NA,"several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"2215",2014,12,"female","yes","yes",35,"bachelors degree","not employed","refused",NA,NA,NA,"no preference","refused","no","no","no","no","yes",NA,NA,"about once a day",NA,33063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2216",2014,12,"female","yes","yes",38,"bachelors degree","fulltime","(30000, 40000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","no","no","about once a day","about once a day",NA,NA,34655,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2217",2014,12,"female","yes","yes",39,"bachelors degree","fulltime","(50000, 75000]",NA,NA,NA,"democrat",NA,"no","no","yes","no","no",NA,NA,NA,NA,32907,"about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2218",2014,12,"female","yes","yes",40,"bachelors degree","fulltime","(75000, 100000]",NA,NA,NA,"democrat",NA,"yes","yes","yes","yes","yes","a few times a week","about once a day","several times a day",NA,33145,"a few times a week","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"2219",2014,12,"female","yes","yes",42,"high school incomplete","fulltime","(0, 10000]",NA,NA,NA,"democrat",NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,33712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
